Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Type de place;Prix minimum;Prix maximum
Intercités de jour sans réservation obligatoire;CLERMONT FERRAND;87734004;BRASSAC LES MINES STE FLORINE;87734244;1;Tarif Normal;assise;8.6;18.5
Intercités de jour sans réservation obligatoire;BEZIERS;87781005;AUMONT AUBRAC;87783266;1;Tarif Normal;assise;13.0;51.0
Intercités de jour sans réservation obligatoire;BEZIERS;87781005;SEVERAC-LE-CHATEAU;87783365;1;Tarif Normal;assise;12.0;37.0
Intercités de jour sans réservation obligatoire;CLERMONT FERRAND;87734004;NEUSSARGUES;87645507;1;Tarif Normal;assise;12.0;28.5
Intercités de jour sans réservation obligatoire;BEZIERS;87781005;LE MONASTIER;87783308;1;Tarif Normal;assise;13.0;48.0
Intercités de jour sans réservation obligatoire;BIARRITZ;87673400;LANNEMEZAN;87671123;1;Tarif Normal;assise;13.0;51.0
Intercités de jour sans réservation obligatoire;CLERMONT FERRAND;87734004;SEVERAC-LE-CHATEAU;87783365;1;Tarif Normal;assise;13.0;56.0
Intercités de jour sans réservation obligatoire;BEZIERS;87781005;NEUSSARGUES;87645507;1;Tarif Normal;assise;18.0;60.0
Intercités de jour sans réservation obligatoire;BIARRITZ;87673400;TARBES;87671008;1;Tarif Normal;assise;13.0;46.0
Intercités de jour sans réservation obligatoire;CLERMONT FERRAND;87734004;ST GEORGES DE LUZENCON;87783423;1;Tarif Normal;assise;18.0;61.0
Intercités de jour sans réservation obligatoire;BEZIERS;87781005;ST CHELY D'APCHER;87783241;1;Tarif Normal;assise;13.0;52.0
Intercités de jour sans réservation obligatoire;BORDEAUX ST JEAN;87581009;LES SABLES D'OLONNE;87486449;1;Tarif Normal;assise;22.0;72.0
Intercités de jour sans réservation obligatoire;CLISSON;87481440;ROCHEFORT;87485144;1;Tarif Normal;assise;14.0;49.0
Intercités de jour sans réservation obligatoire;BORDEAUX ST JEAN;87581009;LA ROCHE SUR YON;87486019;1;Tarif Normal;assise;18.0;63.0
Intercités de jour sans réservation obligatoire;BORDEAUX ST JEAN;87581009;ROCHEFORT;87485144;1;Tarif Normal;assise;13.0;45.0
Intercités de jour sans réservation obligatoire;COARRAZE NAY;87672139;LOURDES;87671339;1;Tarif Normal;assise;5.1000000000000005;12.600000000000001
Intercités de jour sans réservation obligatoire;BOURGES;87576207;MOULINS SUR ALLIER;87696328;1;Tarif Normal;assise;13.4;27.0
Intercités de jour sans réservation obligatoire;BOURGES;87576207;LYON PART DIEU;87723197;1;Tarif Normal;assise;19.0;75.0
Intercités de jour sans réservation obligatoire;COARRAZE NAY;87672139;ORTHEZ;87672253;1;Tarif Normal;assise;9.0;19.5
Intercités de jour sans réservation obligatoire;BRASSAC LES MINES STE FLORINE;87734244;AUMONT AUBRAC;87783266;1;Tarif Normal;assise;12.0;31.0
Intercités de jour sans réservation obligatoire;BOURGES;87576207;LYON PERRACHE;87722025;1;Tarif Normal;assise;19.0;75.0
Intercités de jour sans réservation obligatoire;DIJON VILLE;87713040;CULMONT CHALINDREY;87142125;1;Tarif Normal;assise;11.0;33.0
Intercités de jour sans réservation obligatoire;BRASSAC LES MINES STE FLORINE;87734244;LE MONASTIER;87783308;1;Tarif Normal;assise;12.0;34.0
Intercités de jour sans réservation obligatoire;BOURGES;87576207;LYON VAISE;87721001;1;Tarif Normal;assise;18.0;65.0
Intercités de jour sans réservation obligatoire;ISSOIRE;87734202;LE BOUSQUET D'ORB;87781583;1;Tarif Normal;assise;19.0;74.0
Intercités de jour sans réservation obligatoire;BRASSAC LES MINES STE FLORINE;87734244;MARVEJOLS;87783282;1;Tarif Normal;assise;12.0;34.0
Intercités de jour sans réservation obligatoire;BOURGES;87576207;NANTES;87481002;1;Tarif Normal;assise;19.0;78.0
Intercités de jour sans réservation obligatoire;ISSOIRE;87734202;MAGALAS;87781666;1;Tarif Normal;assise;19.0;78.0
Intercités de jour sans réservation obligatoire;BRASSAC LES MINES STE FLORINE;87734244;MILLAU;87783001;1;Tarif Normal;assise;13.0;51.0
Intercités de jour sans réservation obligatoire;BOURGES;87576207;SAINCAIZE;87696260;1;Tarif Normal;assise;8.9;19.5
Intercités de jour sans réservation obligatoire;ISSOIRE;87734202;NEUSSARGUES;87645507;1;Tarif Normal;assise;10.5;22.0
Intercités de jour sans réservation obligatoire;BRASSAC LES MINES STE FLORINE;87734244;NEUSSARGUES;87645507;1;Tarif Normal;assise;8.700000000000001;19.0
Intercités de jour sans réservation obligatoire;BOURGES;87576207;ST GERMAIN DES FOSSES;87732206;1;Tarif Normal;assise;12.0;37.0
Intercités de jour sans réservation obligatoire;ISSOIRE;87734202;ST FLOUR CHAUDES AIGUES;87783175;1;Tarif Normal;assise;12.0;28.5
Intercités de jour sans réservation obligatoire;BRASSAC LES MINES STE FLORINE;87734244;ST CHELY D'APCHER;87783241;1;Tarif Normal;assise;12.0;29.0
Intercités de jour sans réservation obligatoire;BRASSAC LES MINES STE FLORINE;87734244;BANASSAC LA CANOURGUE;87783324;1;Tarif Normal;assise;13.0;44.0
Intercités de jour sans réservation obligatoire;JONZAC;87491142;CLISSON;87481440;1;Tarif Normal;assise;18.0;62.0
Intercités de jour sans réservation obligatoire;BRASSAC LES MINES STE FLORINE;87734244;TOURNEMIRE ROQUEFORT;87783456;1;Tarif Normal;assise;13.0;56.0
Intercités de jour sans réservation obligatoire;BRASSAC LES MINES STE FLORINE;87734244;CEILHES ROQUEREDONDE;87781542;1;Tarif Normal;assise;18.0;59.0
Intercités de jour sans réservation obligatoire;JONZAC;87491142;LES SABLES D'OLONNE;87486449;1;Tarif Normal;assise;18.0;62.0
Intercités de jour sans réservation obligatoire;CAMPAGNAC ST GENIEZ;87783340;MILLAU;87783001;1;Tarif Normal;assise;7.5;17.0
Intercités de jour sans réservation obligatoire;BRASSAC LES MINES STE FLORINE;87734244;LE BOUSQUET D'ORB;87781583;1;Tarif Normal;assise;18.0;61.0
Intercités de jour sans réservation obligatoire;JONZAC;87491142;LUCON;87486258;1;Tarif Normal;assise;13.0;46.0
Intercités de jour sans réservation obligatoire;CEILHES ROQUEREDONDE;87781542;BANASSAC LA CANOURGUE;87783324;1;Tarif Normal;assise;12.3;27.5
Intercités de jour sans réservation obligatoire;BRASSAC LES MINES STE FLORINE;87734244;MASSIAC BLESLE;87734871;1;Tarif Normal;assise;6.1000000000000005;14.4
Intercités de jour sans réservation obligatoire;LE BOUSQUET D'ORB;87781583;ST GEORGES DE LUZENCON;87783423;1;Tarif Normal;assise;8.5;18.5
Intercités de jour sans réservation obligatoire;CEILHES ROQUEREDONDE;87781542;CAMPAGNAC ST GENIEZ;87783340;1;Tarif Normal;assise;11.3;25.0
Intercités de jour sans réservation obligatoire;CAMPAGNAC ST GENIEZ;87783340;ST ROME DE CERNON;87783431;1;Tarif Normal;assise;9.200000000000001;20.0
Intercités de jour sans réservation obligatoire;LE BOUSQUET D'ORB;87781583;ST ROME DE CERNON;87783431;1;Tarif Normal;assise;7.800000000000001;17.5
Intercités de jour sans réservation obligatoire;CEILHES ROQUEREDONDE;87781542;MARVEJOLS;87783282;1;Tarif Normal;assise;12.0;30.0
Intercités de jour sans réservation obligatoire;CAMPAGNAC ST GENIEZ;87783340;TOURNEMIRE ROQUEFORT;87783456;1;Tarif Normal;assise;10.0;21.5
Intercités de jour sans réservation obligatoire;LES SABLES D'OLONNE;87486449;ROCHEFORT;87485144;1;Tarif Normal;assise;14.0;49.0
Intercités de jour sans réservation obligatoire;CEILHES ROQUEREDONDE;87781542;MILLAU;87783001;1;Tarif Normal;assise;8.0;17.5
Intercités de jour sans réservation obligatoire;CEILHES ROQUEREDONDE;87781542;LE MONASTIER;87783308;1;Tarif Normal;assise;12.0;30.0
Intercités de jour sans réservation obligatoire;LES SABLES D'OLONNE;87486449;SAINTES;87491001;1;Tarif Normal;assise;16.0;56.0
Intercités de jour sans réservation obligatoire;CLERMONT FERRAND;87734004;CAMPAGNAC ST GENIEZ;87783340;1;Tarif Normal;assise;13.0;53.0
Intercités de jour sans réservation obligatoire;CEILHES ROQUEREDONDE;87781542;ST CHELY D'APCHER;87783241;1;Tarif Normal;assise;13.0;44.0
Intercités de jour sans réservation obligatoire;LUCON;87486258;NANTES;87481002;1;Tarif Normal;assise;13.200000000000001;29.0
Intercités de jour sans réservation obligatoire;CLERMONT FERRAND;87734004;ISSOIRE;87734202;1;Tarif Normal;assise;6.800000000000001;15.5
Intercités de jour sans réservation obligatoire;CLERMONT FERRAND;87734004;CEILHES ROQUEREDONDE;87781542;1;Tarif Normal;assise;19.0;76.0
Intercités de jour sans réservation obligatoire;LYON PART DIEU;87723197;ST PIERRE DES CORPS;87571240;1;Tarif Normal;assise;19.0;93.0
Intercités de jour sans réservation obligatoire;CLERMONT FERRAND;87734004;MASSIAC BLESLE;87734871;1;Tarif Normal;assise;10.600000000000001;23.5
Intercités de jour sans réservation obligatoire;CLERMONT FERRAND;87734004;LYON PART DIEU;87723197;1;Tarif Normal;assise;18.0;56.0
Intercités de jour sans réservation obligatoire;LYON PERRACHE;87722025;NANTES;87481002;1;Tarif Normal;assise;30.0;121.0
Intercités de jour sans réservation obligatoire;CLERMONT FERRAND;87734004;MILLAU;87783001;1;Tarif Normal;assise;18.0;59.0
Intercités de jour sans réservation obligatoire;CLERMONT FERRAND;87734004;RIOM CHATEL GUYON;87734053;1;Tarif Normal;assise;4.0;10.9
Intercités de jour sans réservation obligatoire;LYON PERRACHE;87722025;ROANNE;87726802;1;Tarif Normal;assise;10.100000000000001;25.5
Intercités de jour sans réservation obligatoire;CLISSON;87481440;LA ROCHE SUR YON;87486019;1;Tarif Normal;assise;10.700000000000001;22.0
Intercités de jour sans réservation obligatoire;CLERMONT FERRAND;87734004;ST CHELY D'APCHER;87783241;1;Tarif Normal;assise;13.0;45.0
Intercités de jour sans réservation obligatoire;LYON PERRACHE;87722025;ST GERMAIN DES FOSSES;87732206;1;Tarif Normal;assise;13.0;45.0
Intercités de jour sans réservation obligatoire;COARRAZE NAY;87672139;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;13.0;49.0
Intercités de jour sans réservation obligatoire;CLERMONT FERRAND;87734004;ST FLOUR CHAUDES AIGUES;87783175;1;Tarif Normal;assise;12.0;31.0
Intercités de jour sans réservation obligatoire;LYON PERRACHE;87722025;ST PIERRE DES CORPS;87571240;1;Tarif Normal;assise;19.0;93.0
Intercités de jour sans réservation obligatoire;CULMONT CHALINDREY;87142125;CHALON SUR SAONE;87725002;1;Tarif Normal;assise;11.0;44.0
Intercités de jour sans réservation obligatoire;CLERMONT FERRAND;87734004;ST ROME DE CERNON;87783431;1;Tarif Normal;assise;18.0;62.0
Intercités de jour sans réservation obligatoire;LYON PERRACHE;87722025;VIERZON VILLE;87576009;1;Tarif Normal;assise;19.0;78.0
Intercités de jour sans réservation obligatoire;DIJON VILLE;87713040;CHALON SUR SAONE;87725002;1;Tarif Normal;assise;11.0;33.0
Intercités de jour sans réservation obligatoire;CLERMONT FERRAND;87734004;TOURNEMIRE ROQUEFORT;87783456;1;Tarif Normal;assise;18.0;63.0
Intercités de jour sans réservation obligatoire;LYON VAISE;87721001;ST GERMAIN DES FOSSES;87732206;1;Tarif Normal;assise;12.0;37.0
Intercités de jour sans réservation obligatoire;DIJON VILLE;87713040;LYON PART DIEU;87723197;1;Tarif Normal;assise;12.0;52.0
Intercités de jour sans réservation obligatoire;COARRAZE NAY;87672139;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;assise;14.4;34.0
Intercités de jour sans réservation obligatoire;LYON VAISE;87721001;ST PIERRE DES CORPS;87571240;1;Tarif Normal;assise;19.0;93.0
Intercités de jour sans réservation obligatoire;HENDAYE;87677005;LOURDES;87671339;1;Tarif Normal;assise;13.0;46.0
Intercités de jour sans réservation obligatoire;DIJON VILLE;87713040;LYON PERRACHE;87722025;1;Tarif Normal;assise;12.0;52.0
Intercités de jour sans réservation obligatoire;MAGALAS;87781666;BANASSAC LA CANOURGUE;87783324;1;Tarif Normal;assise;13.0;44.0
Intercités de jour sans réservation obligatoire;HENDAYE;87677005;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;assise;4.0;10.5
Intercités de jour sans réservation obligatoire;DIJON VILLE;87713040;NANCY;87141002;1;Tarif Normal;assise;18.0;56.0
Intercités de jour sans réservation obligatoire;MAGALAS;87781666;ST ROME DE CERNON;87783431;1;Tarif Normal;assise;10.4;23.0
Intercités de jour sans réservation obligatoire;HENDAYE;87677005;TARBES;87671008;1;Tarif Normal;assise;13.0;49.0
Intercités de jour sans réservation obligatoire;HENDAYE;87677005;BAYONNE;87673004;1;Tarif Normal;assise;6.800000000000001;15.5
Intercités de jour sans réservation obligatoire;MARVEJOLS;87783282;NEUSSARGUES;87645507;1;Tarif Normal;assise;11.0;24.5
Intercités de jour sans réservation obligatoire;ISSOIRE;87734202;BRASSAC LES MINES STE FLORINE;87734244;1;Tarif Normal;assise;8.200000000000001;18.0
Intercités de jour sans réservation obligatoire;HENDAYE;87677005;MONTREJEAU GOURDAN POLIGNAN;87611152;1;Tarif Normal;assise;13.0;57.0
Intercités de jour sans réservation obligatoire;MASSIAC BLESLE;87734871;CEILHES ROQUEREDONDE;87781542;1;Tarif Normal;assise;13.0;54.0
Intercités de jour sans réservation obligatoire;ISSOIRE;87734202;ST ROME DE CERNON;87783431;1;Tarif Normal;assise;13.0;57.0
Intercités de jour sans réservation obligatoire;HENDAYE;87677005;ST GAUDENS;87611137;1;Tarif Normal;assise;13.0;59.0
Intercités de jour sans réservation obligatoire;MASSIAC BLESLE;87734871;LE BOUSQUET D'ORB;87781583;1;Tarif Normal;assise;13.0;57.0
Intercités de jour sans réservation obligatoire;JONZAC;87491142;NANTES;87481002;1;Tarif Normal;assise;18.0;62.0
Intercités de jour sans réservation obligatoire;HENDAYE;87677005;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;24.0;80.0
Intercités de jour sans réservation obligatoire;MASSIAC BLESLE;87734871;NEUSSARGUES;87645507;1;Tarif Normal;assise;5.6000000000000005;13.4
Intercités de jour sans réservation obligatoire;LA ROCHELLE VILLE;87485003;LA ROCHE SUR YON;87486019;1;Tarif Normal;assise;11.200000000000001;26.5
Intercités de jour sans réservation obligatoire;ISSOIRE;87734202;MARVEJOLS;87783282;1;Tarif Normal;assise;13.0;45.0
Intercités de jour sans réservation obligatoire;MONTREJEAU GOURDAN POLIGNAN;87611152;TARBES;87671008;1;Tarif Normal;assise;8.5;18.5
Intercités de jour sans réservation obligatoire;LA ROCHELLE VILLE;87485003;LES SABLES D'OLONNE;87486449;1;Tarif Normal;assise;12.0;38.0
Intercités de jour sans réservation obligatoire;ISSOIRE;87734202;MILLAU;87783001;1;Tarif Normal;assise;13.0;54.0
Intercités de jour sans réservation obligatoire;NANTES;87481002;ROANNE;87726802;1;Tarif Normal;assise;30.0;110.0
Intercités de jour sans réservation obligatoire;LA ROCHELLE VILLE;87485003;SAINTES;87491001;1;Tarif Normal;assise;10.3;22.0
Intercités de jour sans réservation obligatoire;ISSOIRE;87734202;TOURNEMIRE ROQUEFORT;87783456;1;Tarif Normal;assise;13.0;58.0
Intercités de jour sans réservation obligatoire;NANTES;87481002;ST PIERRE DES CORPS;87571240;1;Tarif Normal;assise;13.0;48.0
Intercités de jour sans réservation obligatoire;LANNEMEZAN;87671123;BAYONNE;87673004;1;Tarif Normal;assise;17.5;49.0
Intercités de jour sans réservation obligatoire;JONZAC;87491142;LA ROCHE SUR YON;87486019;1;Tarif Normal;assise;14.0;51.0
Intercités de jour sans réservation obligatoire;NEUFCHATEAU;87141291;CHALON SUR SAONE;87725002;1;Tarif Normal;assise;18.0;56.0
Intercités de jour sans réservation obligatoire;LANNEMEZAN;87671123;TARBES;87671008;1;Tarif Normal;assise;6.800000000000001;15.5
Intercités de jour sans réservation obligatoire;JONZAC;87491142;ROCHEFORT;87485144;1;Tarif Normal;assise;11.600000000000001;23.5
Intercités de jour sans réservation obligatoire;NEVERS;87696005;ROANNE;87726802;1;Tarif Normal;assise;13.0;45.0
Intercités de jour sans réservation obligatoire;LE BOUSQUET D'ORB;87781583;BANASSAC LA CANOURGUE;87783324;1;Tarif Normal;assise;12.0;30.0
Intercités de jour sans réservation obligatoire;LA ROCHELLE VILLE;87485003;ROCHEFORT;87485144;1;Tarif Normal;assise;8.9;14.100000000000001
Intercités de jour sans réservation obligatoire;NEVERS;87696005;SAINCAIZE;87696260;1;Tarif Normal;assise;3.8000000000000003;10.200000000000001
Intercités de jour sans réservation obligatoire;LE BOUSQUET D'ORB;87781583;BEDARIEUX;87781609;1;Tarif Normal;assise;3.8000000000000003;10.200000000000001
Intercités de jour sans réservation obligatoire;LANNEMEZAN;87671123;MONTREJEAU GOURDAN POLIGNAN;87611152;1;Tarif Normal;assise;4.4;11.4
Intercités de jour sans réservation obligatoire;ORTHEZ;87672253;MONTREJEAU GOURDAN POLIGNAN;87611152;1;Tarif Normal;assise;16.0;44.0
Intercités de jour sans réservation obligatoire;LE BOUSQUET D'ORB;87781583;LE MONASTIER;87783308;1;Tarif Normal;assise;12.0;32.0
Intercités de jour sans réservation obligatoire;LE BOUSQUET D'ORB;87781583;CAMPAGNAC ST GENIEZ;87783340;1;Tarif Normal;assise;12.600000000000001;28.0
Intercités de jour sans réservation obligatoire;PAU;87672006;LOURDES;87671339;1;Tarif Normal;assise;7.0;16.0
Intercités de jour sans réservation obligatoire;LE BOUSQUET D'ORB;87781583;MAGALAS;87781666;1;Tarif Normal;assise;6.7;15.5
Intercités de jour sans réservation obligatoire;LE BOUSQUET D'ORB;87781583;NEUSSARGUES;87645507;1;Tarif Normal;assise;13.0;52.0
Intercités de jour sans réservation obligatoire;PAU;87672006;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;assise;12.0;31.0
Intercités de jour sans réservation obligatoire;LE BOUSQUET D'ORB;87781583;ST CHELY D'APCHER;87783241;1;Tarif Normal;assise;13.0;45.0
Intercités de jour sans réservation obligatoire;LE MONASTIER;87783308;MILLAU;87783001;1;Tarif Normal;assise;10.0;21.5
Intercités de jour sans réservation obligatoire;ROANNE;87726802;SAINCAIZE;87696260;1;Tarif Normal;assise;17.5;44.0
Intercités de jour sans réservation obligatoire;LE BOUSQUET D'ORB;87781583;ST FLOUR CHAUDES AIGUES;87783175;1;Tarif Normal;assise;13.0;50.0
Intercités de jour sans réservation obligatoire;LUCON;87486258;LA ROCHELLE VILLE;87485003;1;Tarif Normal;assise;9.8;21.0
Intercités de jour sans réservation obligatoire;ROANNE;87726802;ST GERMAIN DES FOSSES;87732206;1;Tarif Normal;assise;9.8;21.0
Intercités de jour sans réservation obligatoire;LE BOUSQUET D'ORB;87781583;TOURNEMIRE ROQUEFORT;87783456;1;Tarif Normal;assise;7.1000000000000005;16.0
Intercités de jour sans réservation obligatoire;LUCON;87486258;ROCHEFORT;87485144;1;Tarif Normal;assise;12.0;25.0
Intercités de jour sans réservation obligatoire;ROANNE;87726802;VIERZON VILLE;87576009;1;Tarif Normal;assise;18.0;55.0
Intercités de jour sans réservation obligatoire;LE MONASTIER;87783308;SEVERAC-LE-CHATEAU;87783365;1;Tarif Normal;assise;7.0;16.5
Intercités de jour sans réservation obligatoire;LYON PART DIEU;87723197;NEVERS;87696005;1;Tarif Normal;assise;13.0;58.0
Intercités de jour sans réservation obligatoire;SAUMUR;87487603;LYON PART DIEU;87723197;1;Tarif Normal;assise;25.0;107.0
Intercités de jour sans réservation obligatoire;LES SABLES D'OLONNE;87486449;LA ROCHE SUR YON;87486019;1;Tarif Normal;assise;10.700000000000001;22.0
Intercités de jour sans réservation obligatoire;LYON VAISE;87721001;VIERZON VILLE;87576009;1;Tarif Normal;assise;19.0;78.0
Intercités de jour sans réservation obligatoire;SAUMUR;87487603;NANTES;87481002;1;Tarif Normal;assise;12.0;31.0
Intercités de jour sans réservation obligatoire;LOURDES;87671339;BAYONNE;87673004;1;Tarif Normal;assise;12.0;33.0
Intercités de jour sans réservation obligatoire;MACON VILLE;87725689;NEUFCHATEAU;87141291;1;Tarif Normal;assise;17.0;58.0
Intercités de jour sans réservation obligatoire;SAUMUR;87487603;ROANNE;87726802;1;Tarif Normal;assise;24.0;87.0
Intercités de jour sans réservation obligatoire;LOURDES;87671339;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;13.0;46.0
Intercités de jour sans réservation obligatoire;MAGALAS;87781666;ST GEORGES DE LUZENCON;87783423;1;Tarif Normal;assise;11.0;24.0
Intercités de jour sans réservation obligatoire;SAUMUR;87487603;VIERZON VILLE;87576009;1;Tarif Normal;assise;13.0;46.0
Intercités de jour sans réservation obligatoire;LUCON;87486258;SAINTES;87491001;1;Tarif Normal;assise;12.0;33.0
Intercités de jour sans réservation obligatoire;MAGALAS;87781666;TOURNEMIRE ROQUEFORT;87783456;1;Tarif Normal;assise;10.5;22.0
Intercités de jour sans réservation obligatoire;SEVERAC-LE-CHATEAU;87783365;BRASSAC LES MINES STE FLORINE;87734244;1;Tarif Normal;assise;13.0;48.0
Intercités de jour sans réservation obligatoire;LYON PART DIEU;87723197;LYON PERRACHE;87722025;1;Tarif Normal;assise;5.800000000000001;11.200000000000001
Intercités de jour sans réservation obligatoire;MARVEJOLS;87783282;BANASSAC LA CANOURGUE;87783324;1;Tarif Normal;assise;4.3;10.9
Intercités de jour sans réservation obligatoire;SEVERAC-LE-CHATEAU;87783365;MARVEJOLS;87783282;1;Tarif Normal;assise;7.300000000000001;16.5
Intercités de jour sans réservation obligatoire;LYON PART DIEU;87723197;NEUFCHATEAU;87141291;1;Tarif Normal;assise;19.0;83.0
Intercités de jour sans réservation obligatoire;MARVEJOLS;87783282;CAMPAGNAC ST GENIEZ;87783340;1;Tarif Normal;assise;5.9;14.0
Intercités de jour sans réservation obligatoire;SEVERAC-LE-CHATEAU;87783365;ST GEORGES DE LUZENCON;87783423;1;Tarif Normal;assise;7.300000000000001;16.5
Intercités de jour sans réservation obligatoire;LYON PART DIEU;87723197;ROANNE;87726802;1;Tarif Normal;assise;12.100000000000001;25.5
Intercités de jour sans réservation obligatoire;MASSIAC BLESLE;87734871;AUMONT AUBRAC;87783266;1;Tarif Normal;assise;11.3;25.0
Intercités de jour sans réservation obligatoire;SEVERAC-LE-CHATEAU;87783365;ST ROME DE CERNON;87783431;1;Tarif Normal;assise;7.9;17.5
Intercités de jour sans réservation obligatoire;LYON PART DIEU;87723197;VICHY;87732008;1;Tarif Normal;assise;18.0;47.0
Intercités de jour sans réservation obligatoire;MASSIAC BLESLE;87734871;BEDARIEUX;87781609;1;Tarif Normal;assise;13.0;58.0
Intercités de jour sans réservation obligatoire;ST CHELY D'APCHER;87783241;AUMONT AUBRAC;87783266;1;Tarif Normal;assise;3.8000000000000003;10.200000000000001
Intercités de jour sans réservation obligatoire;LYON PERRACHE;87722025;MOULINS SUR ALLIER;87696328;1;Tarif Normal;assise;13.0;50.0
Intercités de jour sans réservation obligatoire;MASSIAC BLESLE;87734871;MARVEJOLS;87783282;1;Tarif Normal;assise;12.0;29.5
Intercités de jour sans réservation obligatoire;ST FLOUR CHAUDES AIGUES;87783175;BANASSAC LA CANOURGUE;87783324;1;Tarif Normal;assise;10.700000000000001;23.5
Intercités de jour sans réservation obligatoire;LYON PERRACHE;87722025;RIOM CHATEL GUYON;87734053;1;Tarif Normal;assise;18.0;53.0
Intercités de jour sans réservation obligatoire;MASSIAC BLESLE;87734871;ST FLOUR CHAUDES AIGUES;87783175;1;Tarif Normal;assise;7.5;17.0
Intercités de jour sans réservation obligatoire;ST FLOUR CHAUDES AIGUES;87783175;LE MONASTIER;87783308;1;Tarif Normal;assise;10.0;21.5
Intercités de jour sans réservation obligatoire;LYON PERRACHE;87722025;VICHY;87732008;1;Tarif Normal;assise;18.0;47.0
Intercités de jour sans réservation obligatoire;MASSIAC BLESLE;87734871;ST GEORGES DE LUZENCON;87783423;1;Tarif Normal;assise;13.0;49.0
Intercités de jour sans réservation obligatoire;ST FLOUR CHAUDES AIGUES;87783175;ST ROME DE CERNON;87783431;1;Tarif Normal;assise;13.0;44.0
Intercités de jour sans réservation obligatoire;MACON VILLE;87725689;CHALON SUR SAONE;87725002;1;Tarif Normal;assise;7.0;22.5
Intercités de jour sans réservation obligatoire;MILLAU;87783001;NEUSSARGUES;87645507;1;Tarif Normal;assise;13.0;45.0
Intercités de jour sans réservation obligatoire;ST GAUDENS;87611137;BAYONNE;87673004;1;Tarif Normal;assise;13.0;53.0
Intercités de jour sans réservation obligatoire;MACON VILLE;87725689;TOUL;87141044;1;Tarif Normal;assise;19.0;83.0
Intercités de jour sans réservation obligatoire;MONTREJEAU GOURDAN POLIGNAN;87611152;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;assise;13.0;56.0
Intercités de jour sans réservation obligatoire;ST GAUDENS;87611137;COARRAZE NAY;87672139;1;Tarif Normal;assise;11.9;28.5
Intercités de jour sans réservation obligatoire;MAGALAS;87781666;CAMPAGNAC ST GENIEZ;87783340;1;Tarif Normal;assise;12.0;33.0
Intercités de jour sans réservation obligatoire;MOULINS SUR ALLIER;87696328;VIERZON VILLE;87576009;1;Tarif Normal;assise;15.0;33.0
Intercités de jour sans réservation obligatoire;ST JEAN DE LUZ CIBOURE;87677120;TARBES;87671008;1;Tarif Normal;assise;13.0;47.0
Intercités de jour sans réservation obligatoire;MAGALAS;87781666;LE MONASTIER;87783308;1;Tarif Normal;assise;13.0;45.0
Intercités de jour sans réservation obligatoire;NANCY;87141002;CHALON SUR SAONE;87725002;1;Tarif Normal;assise;18.0;73.0
Intercités de jour sans réservation obligatoire;ST ROME DE CERNON;87783431;LE MONASTIER;87783308;1;Tarif Normal;assise;11.0;24.5
Intercités de jour sans réservation obligatoire;MAGALAS;87781666;NEUSSARGUES;87645507;1;Tarif Normal;assise;13.0;58.0
Intercités de jour sans réservation obligatoire;NANCY;87141002;NEUFCHATEAU;87141291;1;Tarif Normal;assise;11.0;33.0
Intercités de jour sans réservation obligatoire;TOURNEMIRE ROQUEFORT;87783456;LE MONASTIER;87783308;1;Tarif Normal;assise;12.0;25.5
Intercités de jour sans réservation obligatoire;MARVEJOLS;87783282;LE MONASTIER;87783308;1;Tarif Normal;assise;4.0;9.3
Intercités de jour sans réservation obligatoire;NANCY;87141002;TOUL;87141044;1;Tarif Normal;assise;7.0;22.5
Intercités de nuit à réservation obligatoire;ANDORRE - L'HOSPITALET;87611517;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;122.0
Intercités de jour sans réservation obligatoire;MARVEJOLS;87783282;ST GEORGES DE LUZENCON;87783423;1;Tarif Normal;assise;10.5;23.5
Intercités de jour sans réservation obligatoire;NANTES;87481002;LA ROCHE SUR YON;87486019;1;Tarif Normal;assise;10.700000000000001;22.0
Intercités de nuit à réservation obligatoire;ASSIER;87613075;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;98.0
Intercités de jour sans réservation obligatoire;MASSIAC BLESLE;87734871;CAMPAGNAC ST GENIEZ;87783340;1;Tarif Normal;assise;12.0;33.0
Intercités de jour sans réservation obligatoire;NANTES;87481002;ROCHEFORT;87485144;1;Tarif Normal;assise;14.0;49.0
Intercités de nuit à réservation obligatoire;ASSIER;87613075;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;98.0
Intercités de jour sans réservation obligatoire;MASSIAC BLESLE;87734871;LE MONASTIER;87783308;1;Tarif Normal;assise;12.0;29.5
Intercités de jour sans réservation obligatoire;NANTES;87481002;VIERZON VILLE;87576009;1;Tarif Normal;assise;19.0;74.0
Intercités de nuit à réservation obligatoire;AUBIN;87613224;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;111.0
