Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Type de place;Prix minimum;Prix maximum
Intercités de jour sans réservation obligatoire;MASSIAC BLESLE;87734871;MILLAU;87783001;1;Tarif Normal;assise;13.0;47.0
Intercités de jour sans réservation obligatoire;NEUFCHATEAU;87141291;TOUL;87141044;1;Tarif Normal;assise;7.0;22.5
Intercités de nuit à réservation obligatoire;AUTERIVE;87611384;LES AUBRAIS;87543017;2;Tarif Normal;assise;19.0;94.0
Intercités de jour sans réservation obligatoire;MASSIAC BLESLE;87734871;TOURNEMIRE ROQUEFORT;87783456;1;Tarif Normal;assise;13.0;51.0
Intercités de jour sans réservation obligatoire;NEUSSARGUES;87645507;ARVANT;87734251;1;Tarif Normal;assise;8.200000000000001;18.0
Intercités de nuit à réservation obligatoire;AUTERIVE;87611384;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;125.0
Intercités de jour sans réservation obligatoire;MONTREJEAU GOURDAN POLIGNAN;87611152;BAYONNE;87673004;1;Tarif Normal;assise;13.0;51.0
Intercités de jour sans réservation obligatoire;NEUSSARGUES;87645507;ST FLOUR CHAUDES AIGUES;87783175;1;Tarif Normal;assise;4.6000000000000005;11.600000000000001
Intercités de nuit à réservation obligatoire;AUTERIVE;87611384;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;125.0
Intercités de jour sans réservation obligatoire;MONTREJEAU GOURDAN POLIGNAN;87611152;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;11.200000000000001;26.5
Intercités de jour sans réservation obligatoire;ORTHEZ;87672253;TARBES;87671008;1;Tarif Normal;assise;10.9;26.0
Intercités de nuit à réservation obligatoire;BEZIERS;87781005;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;101.0
Intercités de jour sans réservation obligatoire;NANCY;87141002;MACON VILLE;87725689;1;Tarif Normal;assise;19.0;83.0
Intercités de jour sans réservation obligatoire;ORTHEZ;87672253;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;13.0;58.0
Intercités de nuit à réservation obligatoire;BIGANOS FACTURE;87582478;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;104.0
Intercités de jour sans réservation obligatoire;NANTES;87481002;MOULINS SUR ALLIER;87696328;1;Tarif Normal;assise;25.0;100.0
Intercités de jour sans réservation obligatoire;PAU;87672006;BAYONNE;87673004;1;Tarif Normal;assise;12.0;27.5
Intercités de nuit à réservation obligatoire;BIGANOS FACTURE;87582478;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;104.0
Intercités de jour sans réservation obligatoire;NANTES;87481002;ST GERMAIN DES FOSSES;87732206;1;Tarif Normal;assise;29.0;94.0
Intercités de jour sans réservation obligatoire;PAU;87672006;BIARRITZ;87673400;1;Tarif Normal;assise;12.0;29.5
Intercités de nuit à réservation obligatoire;BRETENOUX BIARS;87594762;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;98.0
Intercités de jour sans réservation obligatoire;NEVERS;87696005;MOULINS SUR ALLIER;87696328;1;Tarif Normal;assise;9.1;19.5
Intercités de jour sans réservation obligatoire;PAU;87672006;ST GAUDENS;87611137;1;Tarif Normal;assise;13.100000000000001;31.0
Intercités de nuit à réservation obligatoire;CAPDENAC;87613109;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;98.0
Intercités de jour sans réservation obligatoire;NEVERS;87696005;ST GERMAIN DES FOSSES;87732206;1;Tarif Normal;assise;12.8;26.0
Intercités de jour sans réservation obligatoire;PAU;87672006;TARBES;87671008;1;Tarif Normal;assise;9.1;19.5
Intercités de nuit à réservation obligatoire;CARCASSONNE;87615286;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;124.0
Intercités de jour sans réservation obligatoire;ORTHEZ;87672253;LOURDES;87671339;1;Tarif Normal;assise;10.100000000000001;22.5
Intercités de jour sans réservation obligatoire;ROANNE;87726802;MOULINS SUR ALLIER;87696328;1;Tarif Normal;assise;13.4;27.5
Intercités de nuit à réservation obligatoire;CHORGES;87763425;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;122.0
Intercités de jour sans réservation obligatoire;PAU;87672006;COARRAZE NAY;87672139;1;Tarif Normal;assise;4.4;11.4
Intercités de jour sans réservation obligatoire;SAUMUR;87487603;LYON VAISE;87721001;1;Tarif Normal;assise;25.0;107.0
Intercités de nuit à réservation obligatoire;DAX;87673202;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;104.0
Intercités de jour sans réservation obligatoire;PAU;87672006;MONTREJEAU GOURDAN POLIGNAN;87611152;1;Tarif Normal;assise;12.200000000000001;29.0
Intercités de jour sans réservation obligatoire;SAUMUR;87487603;MOULINS SUR ALLIER;87696328;1;Tarif Normal;assise;19.0;75.0
Intercités de nuit à réservation obligatoire;ELNE;87784207;LES AUBRAIS;87543017;2;Tarif Normal;assise;19.0;118.0
Intercités de jour sans réservation obligatoire;PAU;87672006;TOULOUSE MATABIAU;87611004;1;Tarif Normal;assise;18.0;51.0
Intercités de jour sans réservation obligatoire;SAUMUR;87487603;ST PIERRE DES CORPS;87571240;1;Tarif Normal;assise;14.3;20.5
Intercités de nuit à réservation obligatoire;FIGEAC;87613091;LES AUBRAIS;87543017;2;Tarif Normal;assise;19.0;85.0
Intercités de jour sans réservation obligatoire;SAINCAIZE;87696260;VIERZON VILLE;87576009;1;Tarif Normal;assise;11.8;24.5
Intercités de jour sans réservation obligatoire;SEVERAC-LE-CHATEAU;87783365;CEILHES ROQUEREDONDE;87781542;1;Tarif Normal;assise;10.9;22.5
Intercités de nuit à réservation obligatoire;FIGEAC;87613091;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;98.0
Intercités de jour sans réservation obligatoire;SEVERAC-LE-CHATEAU;87783365;BANASSAC LA CANOURGUE;87783324;1;Tarif Normal;assise;5.7;13.600000000000001
Intercités de jour sans réservation obligatoire;SEVERAC-LE-CHATEAU;87783365;LE BOUSQUET D'ORB;87781583;1;Tarif Normal;assise;11.5;25.0
Intercités de nuit à réservation obligatoire;GAP;87763003;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;114.0
Intercités de jour sans réservation obligatoire;SEVERAC-LE-CHATEAU;87783365;BEDARIEUX;87781609;1;Tarif Normal;assise;12.3;27.5
Intercités de jour sans réservation obligatoire;ST CHELY D'APCHER;87783241;MILLAU;87783001;1;Tarif Normal;assise;12.3;27.5
Intercités de nuit à réservation obligatoire;GOURDON;87613141;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;96.0
Intercités de jour sans réservation obligatoire;SEVERAC-LE-CHATEAU;87783365;ST CHELY D'APCHER;87783241;1;Tarif Normal;assise;10.5;22.0
Intercités de jour sans réservation obligatoire;ST CHELY D'APCHER;87783241;ST ROME DE CERNON;87783431;1;Tarif Normal;assise;12.0;30.0
Intercités de nuit à réservation obligatoire;GRAMAT;87613059;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;98.0
Intercités de jour sans réservation obligatoire;ST CHELY D'APCHER;87783241;NEUSSARGUES;87645507;1;Tarif Normal;assise;8.8;19.0
Intercités de jour sans réservation obligatoire;ST FLOUR CHAUDES AIGUES;87783175;CAMPAGNAC ST GENIEZ;87783340;1;Tarif Normal;assise;11.8;26.0
Intercités de nuit à réservation obligatoire;HENDAYE;87677005;LES AUBRAIS;87543017;2;Tarif Normal;assise;19.0;101.0
Intercités de jour sans réservation obligatoire;ST FLOUR CHAUDES AIGUES;87783175;TOURNEMIRE ROQUEFORT;87783456;1;Tarif Normal;assise;13.0;45.0
Intercités de jour sans réservation obligatoire;ST GEORGES DE LUZENCON;87783423;LE MONASTIER;87783308;1;Tarif Normal;assise;11.0;23.5
Intercités de nuit à réservation obligatoire;HENDAYE;87677005;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;101.0
Intercités de jour sans réservation obligatoire;ST GAUDENS;87611137;MONTREJEAU GOURDAN POLIGNAN;87611152;1;Tarif Normal;assise;4.0;10.5
Intercités de jour sans réservation obligatoire;ST GERMAIN DES FOSSES;87732206;VIERZON VILLE;87576009;1;Tarif Normal;assise;13.0;46.0
Intercités de nuit à réservation obligatoire;IRUN FRANCE;87677914;LES AUBRAIS;87543017;2;Tarif Normal;assise;19.0;101.0
Intercités de jour sans réservation obligatoire;ST GAUDENS;87611137;ORTHEZ;87672253;1;Tarif Normal;assise;17.0;45.0
Intercités de jour sans réservation obligatoire;ST ROME DE CERNON;87783431;MILLAU;87783001;1;Tarif Normal;assise;4.6000000000000005;11.600000000000001
Intercités de nuit à réservation obligatoire;IRUN FRANCE;87677914;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;101.0
Intercités de jour sans réservation obligatoire;ST GAUDENS;87611137;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;assise;13.0;57.0
Intercités de jour sans réservation obligatoire;ST ROME DE CERNON;87783431;TOURNEMIRE ROQUEFORT;87783456;1;Tarif Normal;assise;3.4000000000000004;9.3
Intercités de nuit à réservation obligatoire;LAROQUEBROU;87645135;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;98.0
Intercités de jour sans réservation obligatoire;ST GEORGES DE LUZENCON;87783423;TOURNEMIRE ROQUEFORT;87783456;1;Tarif Normal;assise;4.1000000000000005;10.700000000000001
Intercités de jour sans réservation obligatoire;TARARE;87721472;VICHY;87732008;1;Tarif Normal;assise;13.0;31.0
Intercités de nuit à réservation obligatoire;LES AUBRAIS;87543017;LATOUR DE CAROL ENVEITG;87611483;2;Tarif Normal;assise;19.0;94.0
Intercités de jour sans réservation obligatoire;ST GERMAIN DES FOSSES;87732206;MOULINS SUR ALLIER;87696328;1;Tarif Normal;assise;7.300000000000001;16.5
Intercités de jour sans réservation obligatoire;TOURS;87571000;ST PIERRE DES CORPS;87571240;1;Tarif Normal;assise;2.9000000000000004;8.5
Intercités de nuit à réservation obligatoire;LES AUBRAIS;87543017;LOURDES;87671339;2;Tarif Normal;assise;19.0;104.0
Intercités de jour sans réservation obligatoire;ST GERMAIN DES FOSSES;87732206;SAINCAIZE;87696260;1;Tarif Normal;assise;11.8;24.5
Intercités de nuit à réservation obligatoire;ALBI MADELEINE;87615195;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;111.0
Intercités de nuit à réservation obligatoire;LES AUBRAIS;87543017;NARBONNE;87781104;2;Tarif Normal;assise;19.0;98.0
Intercités de jour sans réservation obligatoire;ST GERMAIN DES FOSSES;87732206;ST PIERRE DES CORPS;87571240;1;Tarif Normal;assise;18.0;62.0
Intercités de nuit à réservation obligatoire;ALBI MADELEINE;87615195;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;111.0
Intercités de nuit à réservation obligatoire;LES AUBRAIS;87543017;PERPIGNAN;87784009;2;Tarif Normal;assise;19.0;118.0
Intercités de jour sans réservation obligatoire;ST PIERRE DES CORPS;87571240;VIERZON VILLE;87576009;1;Tarif Normal;assise;13.9;28.5
Intercités de nuit à réservation obligatoire;ALBI MADELEINE;87615195;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;111.0
Intercités de nuit à réservation obligatoire;LES AUBRAIS;87543017;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;19.0;88.0
Intercités de jour sans réservation obligatoire;ST ROME DE CERNON;87783431;NEUSSARGUES;87645507;1;Tarif Normal;assise;13.0;46.0
Intercités de nuit à réservation obligatoire;ANDORRE - L'HOSPITALET;87611517;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;122.0
Intercités de nuit à réservation obligatoire;LES CABANNES;87611574;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;125.0
Intercités de jour sans réservation obligatoire;TARARE;87721472;LYON PART DIEU;87723197;1;Tarif Normal;assise;8.0;19.0
Intercités de nuit à réservation obligatoire;ARGELES SUR MER;87784231;LES AUBRAIS;87543017;2;Tarif Normal;assise;19.0;118.0
Intercités de nuit à réservation obligatoire;LUC EN DIOIS;87761874;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;102.0
Intercités de jour sans réservation obligatoire;TARARE;87721472;LYON PERRACHE;87722025;1;Tarif Normal;assise;8.0;19.0
Intercités de nuit à réservation obligatoire;ARGELES SUR MER;87784231;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;127.0
Intercités de nuit à réservation obligatoire;NICE VILLE;87756056;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;134.0
Intercités de jour sans réservation obligatoire;TARARE;87721472;RIOM CHATEL GUYON;87734053;1;Tarif Normal;assise;18.0;45.0
Intercités de nuit à réservation obligatoire;AUBIN;87613224;LES AUBRAIS;87543017;2;Tarif Normal;assise;19.0;82.0
Intercités de nuit à réservation obligatoire;NICE VILLE;87756056;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;134.0
Intercités de jour sans réservation obligatoire;TOURS;87571000;VIERZON VILLE;87576009;1;Tarif Normal;assise;14.200000000000001;29.0
Intercités de nuit à réservation obligatoire;AUBIN;87613224;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;111.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;CAHORS;87613000;2;Tarif Normal;assise;19.0;96.0
Intercités de nuit à réservation obligatoire;ARGELES SUR MER;87784231;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;127.0
Intercités de nuit à réservation obligatoire;AURILLAC;87645002;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;98.0
Intercités de nuit à réservation obligatoire;PARIS AUSTERLITZ;87547000;VEYNES DEVOLUY;87763300;2;Tarif Normal;assise;19.0;114.0
Intercités de nuit à réservation obligatoire;ASSIER;87613075;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;98.0
Intercités de nuit à réservation obligatoire;CANNES;87757625;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;134.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;AX LES THERMES;87611533;2;Tarif Normal;assise;19.0;125.0
Intercités de nuit à réservation obligatoire;BEZIERS;87781005;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;101.0
Intercités de nuit à réservation obligatoire;CARMAUX;87615625;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;111.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;BAYONNE;87673004;2;Tarif Normal;assise;19.0;104.0
Intercités de nuit à réservation obligatoire;BIARRITZ;87673400;LES AUBRAIS;87543017;2;Tarif Normal;assise;19.0;101.0
Intercités de nuit à réservation obligatoire;CASTELNAUDARY;87615039;LES AUBRAIS;87543017;2;Tarif Normal;assise;19.0;98.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;CERBERE;87785006;2;Tarif Normal;assise;19.0;127.0
Intercités de nuit à réservation obligatoire;BIGANOS FACTURE;87582478;LES AUBRAIS;87543017;2;Tarif Normal;assise;19.0;104.0
Intercités de nuit à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;LES AUBRAIS;87543017;2;Tarif Normal;assise;19.0;88.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;FOIX;87611616;2;Tarif Normal;assise;19.0;125.0
Intercités de nuit à réservation obligatoire;CANNES;87757625;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;134.0
Intercités de nuit à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;104.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;LATOUR DE CAROL ENVEITG;87611483;2;Tarif Normal;assise;19.0;122.0
Intercités de nuit à réservation obligatoire;CAPDENAC;87613109;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;98.0
Intercités de nuit à réservation obligatoire;CAUSSADE TARN ET GARONNE;87613356;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;104.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;PERPIGNAN;87784009;2;Tarif Normal;assise;19.0;127.0
Intercités de nuit à réservation obligatoire;CARCASSONNE;87615286;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;127.0
Intercités de nuit à réservation obligatoire;CHORGES;87763425;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;122.0
Intercités de nuit à réservation obligatoire;PARIS BERCY;87686667;SOUILLAC;87594333;2;Tarif Normal;assise;19.0;96.0
Intercités de nuit à réservation obligatoire;CARCASSONNE;87615286;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;124.0
Intercités de nuit à réservation obligatoire;CRANSAC;87613232;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;111.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;AGDE;87781278;2;Tarif Normal;assise;19.0;101.0
Intercités de nuit à réservation obligatoire;CREST;87761783;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;102.0
Intercités de nuit à réservation obligatoire;CRANSAC;87613232;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;111.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;BRIANCON;87763607;2;Tarif Normal;assise;19.0;122.0
Intercités de nuit à réservation obligatoire;DAX;87673202;LES AUBRAIS;87543017;2;Tarif Normal;assise;19.0;104.0
Intercités de nuit à réservation obligatoire;DIE;87761841;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;102.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;LES ARCS DRAGUIGNAN;87755447;2;Tarif Normal;assise;19.0;134.0
Intercités de nuit à réservation obligatoire;DAX;87673202;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;104.0
Intercités de nuit à réservation obligatoire;DIE;87761841;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;102.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;PORT VENDRES VILLE;87784264;2;Tarif Normal;assise;19.0;127.0
Intercités de nuit à réservation obligatoire;DIE;87761841;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;102.0
Intercités de nuit à réservation obligatoire;EMBRUN;87763466;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;122.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;RODEZ;87613422;2;Tarif Normal;assise;19.0;111.0
Intercités de nuit à réservation obligatoire;ELNE;87784207;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;127.0
Intercités de nuit à réservation obligatoire;EMBRUN;87763466;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;122.0
Intercités de nuit à réservation obligatoire;PARIS GARE DE LYON;87686006;TOULOUSE MATABIAU;87611004;2;Tarif Normal;assise;19.0;101.0
Intercités de nuit à réservation obligatoire;ELNE;87784207;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;127.0
Intercités de nuit à réservation obligatoire;GAP;87763003;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;114.0
Intercités de nuit à réservation obligatoire;PAU;87672006;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;104.0
Intercités de nuit à réservation obligatoire;FIGEAC;87613091;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;98.0
Intercités de nuit à réservation obligatoire;GOURDON;87613141;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;96.0
Intercités de nuit à réservation obligatoire;PORT LA NOUVELLE;87781062;LES AUBRAIS;87543017;2;Tarif Normal;assise;19.0;98.0
Intercités de nuit à réservation obligatoire;GAP;87763003;PARIS GARE DE LYON;87686006;2;Tarif Normal;assise;19.0;114.0
Intercités de nuit à réservation obligatoire;GOURDON;87613141;PARIS BERCY;87686667;2;Tarif Normal;assise;19.0;96.0
Intercités de nuit à réservation obligatoire;ROCAMADOUR PADIRAC;87613042;PARIS AUSTERLITZ;87547000;2;Tarif Normal;assise;19.0;98.0
